        NN     FT     ST      E       DCG
No.97: 0.000	 0.000	 0.000	 0.000	 0.108
No.98: 0.000	 0.000	 0.000	 0.000	 0.096
No.99: 0.000	 0.000	 0.000	 0.000	 0.100
No.100: 0.000	 0.000	 0.000	 0.000	 0.115
No.101: 0.000	 0.000	 0.000	 0.000	 0.313
No.102: 0.000	 0.000	 0.000	 0.000	 0.329
No.103: 0.000	 0.000	 0.018	 0.000	 0.376
No.104: 1.000	 0.140	 0.246	 0.157	 0.621
No.105: 1.000	 0.158	 0.175	 0.180	 0.590
No.106: 0.000	 0.053	 0.053	 0.022	 0.357
No.107: 0.000	 0.000	 0.000	 0.000	 0.309
No.108: 0.000	 0.000	 0.000	 0.000	 0.312
No.109: 0.000	 0.123	 0.123	 0.112	 0.473
No.110: 0.000	 0.000	 0.000	 0.000	 0.323
No.111: 0.000	 0.035	 0.088	 0.000	 0.392
No.112: 1.000	 0.018	 0.070	 0.022	 0.455
No.113: 0.000	 0.000	 0.000	 0.000	 0.308
No.114: 0.000	 0.000	 0.000	 0.000	 0.318
No.115: 0.000	 0.000	 0.000	 0.000	 0.325
No.116: 0.000	 0.123	 0.140	 0.135	 0.492
No.117: 1.000	 0.018	 0.035	 0.022	 0.374
No.118: 0.000	 0.018	 0.035	 0.000	 0.347
No.119: 0.000	 0.018	 0.018	 0.000	 0.342
No.120: 0.000	 0.000	 0.018	 0.000	 0.373
No.121: 0.000	 0.070	 0.158	 0.045	 0.454
No.122: 0.000	 0.000	 0.000	 0.000	 0.342
No.123: 0.000	 0.035	 0.088	 0.045	 0.425
No.124: 0.000	 0.000	 0.000	 0.000	 0.323
No.125: 0.000	 0.000	 0.035	 0.000	 0.356
No.126: 0.000	 0.000	 0.000	 0.000	 0.314
No.127: 0.000	 0.018	 0.035	 0.000	 0.332
No.128: 0.000	 0.000	 0.035	 0.000	 0.373
No.129: 0.000	 0.018	 0.088	 0.022	 0.367
No.130: 0.000	 0.018	 0.123	 0.000	 0.393
No.131: 0.000	 0.000	 0.000	 0.000	 0.320
No.132: 0.000	 0.018	 0.018	 0.022	 0.337
No.133: 0.000	 0.000	 0.035	 0.000	 0.345
No.134: 0.000	 0.000	 0.000	 0.000	 0.367
No.135: 0.000	 0.000	 0.000	 0.000	 0.322
No.136: 0.000	 0.000	 0.000	 0.000	 0.305
No.137: 0.000	 0.000	 0.000	 0.000	 0.314
No.138: 0.000	 0.018	 0.018	 0.022	 0.340
No.139: 0.000	 0.053	 0.088	 0.045	 0.412
No.140: 0.000	 0.000	 0.000	 0.000	 0.319
No.141: 0.000	 0.018	 0.035	 0.022	 0.356
No.142: 0.000	 0.018	 0.018	 0.022	 0.386
No.143: 0.000	 0.000	 0.000	 0.000	 0.303
No.144: 0.000	 0.000	 0.000	 0.000	 0.363
No.145: 0.000	 0.000	 0.000	 0.000	 0.330
No.146: 0.000	 0.018	 0.018	 0.000	 0.347
No.147: 0.000	 0.070	 0.175	 0.022	 0.442
No.148: 0.000	 0.000	 0.000	 0.000	 0.310
No.149: 0.000	 0.035	 0.035	 0.022	 0.342
No.150: 0.000	 0.018	 0.018	 0.022	 0.322
No.151: 0.000	 0.000	 0.000	 0.000	 0.278
No.152: 0.000	 0.000	 0.000	 0.000	 0.213
No.153: 0.000	 0.000	 0.000	 0.000	 0.236
No.154: 0.000	 0.000	 0.000	 0.000	 0.235
No.155: 0.000	 0.000	 0.000	 0.000	 0.208
No.156: 0.000	 0.000	 0.000	 0.000	 0.238
No.157: 0.000	 0.000	 0.000	 0.000	 0.210
No.158: 0.000	 0.000	 0.000	 0.000	 0.218
No.159: 0.000	 0.000	 0.000	 0.000	 0.255
No.160: 0.000	 0.000	 0.000	 0.000	 0.240
No.161: 0.000	 0.000	 0.000	 0.000	 0.234
No.162: 0.000	 0.000	 0.000	 0.000	 0.234
No.163: 0.000	 0.000	 0.000	 0.000	 0.250
No.164: 0.000	 0.000	 0.000	 0.000	 0.234
No.165: 0.000	 0.000	 0.000	 0.000	 0.227
No.166: 0.000	 0.000	 0.000	 0.000	 0.262
No.167: 0.000	 0.000	 0.000	 0.000	 0.214
No.168: 0.000	 0.000	 0.077	 0.044	 0.321
No.169: 0.000	 0.000	 0.000	 0.000	 0.224
No.170: 0.000	 0.000	 0.000	 0.000	 0.231
No.171: 0.000	 0.000	 0.000	 0.000	 0.228
No.172: 0.000	 0.000	 0.000	 0.000	 0.219
No.173: 0.000	 0.000	 0.000	 0.000	 0.222
No.174: 0.000	 0.000	 0.000	 0.000	 0.251
No.175: 0.000	 0.000	 0.000	 0.000	 0.232
No.176: 0.000	 0.000	 0.000	 0.000	 0.239
No.177: 0.000	 0.000	 0.000	 0.000	 0.225
No.178: 0.000	 0.000	 0.000	 0.000	 0.222
No.179: 0.000	 0.000	 0.000	 0.000	 0.224
No.180: 0.000	 0.077	 0.154	 0.089	 0.308
No.181: 0.000	 0.000	 0.000	 0.000	 0.261
No.182: 0.000	 0.000	 0.000	 0.000	 0.243
No.183: 0.000	 0.000	 0.000	 0.000	 0.222
No.184: 0.000	 0.000	 0.000	 0.000	 0.280
No.185: 0.000	 0.000	 0.000	 0.000	 0.230
No.186: 0.000	 0.000	 0.000	 0.000	 0.228
No.187: 0.000	 0.000	 0.000	 0.000	 0.233
No.188: 0.000	 0.000	 0.000	 0.000	 0.196
No.189: 0.000	 0.000	 0.000	 0.000	 0.254
No.190: 0.000	 0.000	 0.000	 0.000	 0.258
No.191: 0.000	 0.000	 0.000	 0.000	 0.226
No.192: 0.000	 0.000	 0.000	 0.000	 0.273
No.193: 0.000	 0.000	 0.000	 0.000	 0.225
No.194: 0.000	 0.000	 0.000	 0.000	 0.241
No.195: 0.000	 0.000	 0.000	 0.000	 0.215
No.196: 0.000	 0.000	 0.000	 0.000	 0.239
No.197: 0.000	 0.000	 0.000	 0.000	 0.294
No.198: 0.000	 0.000	 0.000	 0.000	 0.260
No.199: 0.000	 0.000	 0.000	 0.000	 0.241
No.200: 0.000	 0.000	 0.000	 0.000	 0.213
No.201: 0.000	 0.300	 0.523	 0.027	 0.729
No.202: 0.000	 0.048	 0.066	 0.000	 0.579
No.203: 0.000	 0.255	 0.435	 0.060	 0.715
No.204: 0.000	 0.192	 0.345	 0.016	 0.680
No.205: 0.000	 0.354	 0.550	 0.110	 0.783
No.206: 0.000	 0.186	 0.288	 0.011	 0.664
No.207: 0.000	 0.009	 0.030	 0.000	 0.559
No.208: 0.000	 0.015	 0.075	 0.000	 0.590
No.209: 0.000	 0.024	 0.084	 0.000	 0.581
No.210: 0.000	 0.042	 0.132	 0.000	 0.605
No.211: 0.000	 0.012	 0.042	 0.000	 0.568
No.212: 0.000	 0.120	 0.219	 0.049	 0.657
No.213: 1.000	 0.363	 0.508	 0.115	 0.820
No.214: 0.000	 0.012	 0.051	 0.000	 0.541
No.215: 0.000	 0.105	 0.156	 0.027	 0.607
No.216: 0.000	 0.027	 0.075	 0.000	 0.584
No.217: 0.000	 0.234	 0.324	 0.088	 0.720
No.218: 0.000	 0.009	 0.021	 0.000	 0.552
No.219: 0.000	 0.060	 0.099	 0.005	 0.574
No.220: 0.000	 0.030	 0.096	 0.005	 0.594
No.221: 0.000	 0.003	 0.012	 0.005	 0.526
No.222: 0.000	 0.288	 0.402	 0.027	 0.723
No.223: 0.000	 0.006	 0.030	 0.000	 0.573
No.224: 0.000	 0.006	 0.009	 0.000	 0.527
No.225: 0.000	 0.030	 0.072	 0.000	 0.572
No.226: 0.000	 0.102	 0.168	 0.005	 0.622
No.227: 0.000	 0.225	 0.330	 0.016	 0.675
No.228: 0.000	 0.171	 0.282	 0.016	 0.670
No.229: 1.000	 0.252	 0.453	 0.027	 0.726
No.230: 0.000	 0.009	 0.021	 0.005	 0.543
No.231: 0.000	 0.096	 0.153	 0.005	 0.617
No.232: 0.000	 0.258	 0.366	 0.077	 0.725
No.233: 0.000	 0.231	 0.417	 0.055	 0.725
No.234: 0.000	 0.117	 0.303	 0.000	 0.646
No.235: 0.000	 0.066	 0.183	 0.005	 0.624
No.236: 0.000	 0.123	 0.213	 0.044	 0.658
No.237: 0.000	 0.120	 0.228	 0.005	 0.632
No.238: 0.000	 0.135	 0.291	 0.022	 0.653
No.239: 0.000	 0.069	 0.156	 0.022	 0.609
No.240: 0.000	 0.045	 0.108	 0.000	 0.596
No.241: 0.000	 0.003	 0.003	 0.005	 0.533
No.242: 0.000	 0.069	 0.159	 0.000	 0.605
No.243: 0.000	 0.024	 0.054	 0.000	 0.570
No.244: 0.000	 0.027	 0.033	 0.000	 0.553
No.245: 1.000	 0.210	 0.399	 0.049	 0.709
No.246: 0.000	 0.003	 0.009	 0.000	 0.549
No.247: 0.000	 0.102	 0.309	 0.016	 0.661
No.248: 0.000	 0.039	 0.069	 0.000	 0.567
No.249: 0.000	 0.093	 0.189	 0.011	 0.637
No.250: 0.000	 0.234	 0.381	 0.022	 0.685
No.251: 0.000	 0.000	 0.000	 0.053	 0.219
No.252: 0.000	 0.000	 0.000	 0.000	 0.130
No.253: 0.000	 0.000	 0.000	 0.000	 0.135
No.254: 0.000	 0.167	 0.167	 0.053	 0.397
No.255: 0.000	 0.000	 0.000	 0.000	 0.156
No.256: 0.000	 0.000	 0.000	 0.000	 0.184
No.257: 0.000	 0.167	 0.167	 0.053	 0.297
No.258: 0.000	 0.000	 0.000	 0.000	 0.157
No.259: 0.000	 0.000	 0.167	 0.105	 0.303
No.260: 0.000	 0.000	 0.000	 0.053	 0.212
No.261: 0.000	 0.000	 0.000	 0.000	 0.185
No.262: 0.000	 0.000	 0.000	 0.053	 0.208
No.263: 0.000	 0.000	 0.000	 0.000	 0.130
No.264: 0.000	 0.000	 0.000	 0.000	 0.148
No.265: 0.000	 0.000	 0.000	 0.000	 0.135
